-,MALE,FEMALE,UNKNOWN
UNKNOWN,56.67,57.69,0.0
OTHER,100.0,33.33,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,60.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,67.22,70.79,0.0
BLACK,0.0,50.0,0.0
