-,MALE,FEMALE,UNKNOWN
UNKNOWN,22.56,30.36,0.0
OTHER,23.08,29.41,0.0
NATIVE-AM,50.0,12.5,0.0
HISP-LT,23.72,33.08,0.0
ASIA-PI,18.42,26.67,0.0
WHITE,63.27,61.08,50.0
BLACK,37.76,56.52,0.0
