-,MALE,FEMALE,UNKNOWN
UNKNOWN,36.07,46.67,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,66.67,50.0,0.0
ASIA-PI,50.0,33.33,0.0
WHITE,71.85,70.22,0.0
BLACK,48.65,48.45,0.0
