-,MALE,FEMALE,UNKNOWN
UNKNOWN,38.0,36.36,0.0
OTHER,46.67,56.25,0.0
NATIVE-AM,80.0,0.0,0.0
HISP-LT,66.67,40.91,0.0
ASIA-PI,50.0,27.27,0.0
WHITE,56.93,57.52,0.0
BLACK,53.39,65.93,0.0
