AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,333.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,138.0,140.0,0.0,21.0,13.0
30-34,389.0,0.0,12.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,176.0,146.0,0.0,31.0,11.0
35-39,429.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,182.0,192.0,0.0,21.0,9.0
40-44,482.0,0.0,9.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,215.0,196.0,0.0,36.0,10.0
45-49,597.0,1.0,12.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,257.0,262.0,0.0,29.0,18.0
50-54,559.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,259.0,229.0,0.0,33.0,19.0
55-59,661.0,0.0,12.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,292.0,282.0,0.0,39.0,25.0
60-64,626.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,283.0,266.0,0.0,33.0,29.0
65-OVER,1815.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,860.0,786.0,0.0,97.0,43.0
TOTAL,5891.0,2.0,80.0,63.0,1.0,5.0,8.0,0.0,1.0,6.0,0.0,26.0,10.0,0.0,4.0,4.0,3.0,2662.0,2499.0,0.0,340.0,177.0
