-,MALE,FEMALE,UNKNOWN
UNKNOWN,13.25,22.03,0.0
OTHER,33.33,22.22,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,40.0,20.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,36.71,37.27,0.0
BLACK,33.68,49.85,0.0
