AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,417.0,0.0,15.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,115.0,0.0,95.0,27.0
30-34,531.0,0.0,7.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,216.0,150.0,0.0,97.0,41.0
35-39,555.0,0.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,190.0,191.0,0.0,112.0,39.0
40-44,558.0,0.0,7.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,203.0,184.0,0.0,100.0,51.0
45-49,626.0,0.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,221.0,226.0,0.0,100.0,49.0
50-54,677.0,0.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,239.0,210.0,0.0,139.0,69.0
55-59,834.0,0.0,9.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,317.0,255.0,0.0,151.0,85.0
60-64,820.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,313.0,260.0,0.0,145.0,72.0
65-OVER,2276.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,901.0,799.0,0.0,324.0,190.0
TOTAL,7294.0,0.0,105.0,110.0,0.0,7.0,5.0,0.0,2.0,0.0,0.0,12.0,8.0,0.0,8.0,7.0,3.0,2751.0,2390.0,0.0,1263.0,623.0
