-,MALE,FEMALE,UNKNOWN
UNKNOWN,63.64,28.57,0.0
OTHER,0.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,100.0,100.0,0.0
WHITE,62.07,74.13,0.0
BLACK,52.17,74.67,0.0
