-,MALE,FEMALE,UNKNOWN
UNKNOWN,32.71,48.6,0.0
OTHER,25.0,40.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,31.25,18.52,0.0
ASIA-PI,66.67,33.33,0.0
WHITE,60.0,59.4,0.0
BLACK,35.96,50.23,0.0
