-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.69,50.0,0.0
OTHER,66.67,0.0,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,14.29,50.0,0.0
ASIA-PI,0.0,33.33,0.0
WHITE,72.08,68.2,0.0
BLACK,36.9,38.94,0.0
