-,MALE,FEMALE,UNKNOWN
UNKNOWN,30.07,36.09,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,66.67,0.0
HISP-LT,37.5,30.77,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,59.85,56.25,0.0
BLACK,34.0,38.75,0.0
