-,MALE,FEMALE,UNKNOWN
UNKNOWN,49.81,54.42,0.0
OTHER,46.43,52.33,0.0
NATIVE-AM,62.5,54.55,0.0
HISP-LT,49.45,54.19,0.0
ASIA-PI,57.48,56.67,100.0
WHITE,57.88,57.61,75.0
BLACK,58.82,65.25,100.0
