AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2718.0,1.0,126.0,115.0,1.0,25.0,9.0,0.0,0.0,2.0,0.0,33.0,25.0,0.0,8.0,7.0,0.0,1064.0,874.0,0.0,285.0,143.0
30-34,2899.0,1.0,145.0,123.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,10.0,4.0,1.0,1136.0,995.0,0.0,290.0,139.0
35-39,3085.0,0.0,193.0,146.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,29.0,23.0,0.0,11.0,6.0,1.0,1161.0,993.0,0.0,321.0,172.0
40-44,3312.0,1.0,142.0,141.0,0.0,12.0,10.0,0.0,2.0,1.0,0.0,32.0,24.0,0.0,8.0,5.0,2.0,1272.0,1100.0,0.0,365.0,195.0
45-49,4040.0,0.0,148.0,139.0,0.0,12.0,7.0,0.0,2.0,1.0,0.0,24.0,24.0,0.0,10.0,6.0,0.0,1564.0,1414.0,1.0,421.0,267.0
50-54,4103.0,0.0,131.0,131.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,22.0,24.0,0.0,7.0,5.0,2.0,1602.0,1476.0,0.0,406.0,279.0
55-59,4258.0,0.0,139.0,121.0,0.0,13.0,7.0,0.0,0.0,2.0,0.0,19.0,17.0,0.0,7.0,5.0,2.0,1680.0,1612.0,0.0,390.0,244.0
60-64,3945.0,0.0,119.0,116.0,0.0,8.0,9.0,0.0,1.0,1.0,0.0,17.0,4.0,0.0,5.0,4.0,2.0,1621.0,1492.0,1.0,330.0,215.0
65-OVER,10174.0,0.0,243.0,247.0,0.0,20.0,17.0,0.0,0.0,3.0,0.0,29.0,23.0,0.0,14.0,13.0,1.0,4439.0,4061.0,1.0,649.0,414.0
TOTAL,38534.0,3.0,1386.0,1279.0,1.0,134.0,82.0,0.0,7.0,10.0,0.0,225.0,177.0,0.0,80.0,55.0,11.0,15539.0,14017.0,3.0,3457.0,2068.0
