-,MALE,FEMALE,UNKNOWN
UNKNOWN,29.85,32.56,0.0
OTHER,33.33,62.5,0.0
NATIVE-AM,12.5,25.0,0.0
HISP-LT,26.37,29.63,0.0
ASIA-PI,25.0,38.1,0.0
WHITE,47.7,47.45,75.0
BLACK,42.02,59.23,0.0
