AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,610.0,0.0,13.0,20.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,288.0,225.0,0.0,26.0,26.0
30-34,527.0,0.0,9.0,17.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,237.0,207.0,0.0,18.0,31.0
35-39,520.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,235.0,204.0,0.0,29.0,20.0
40-44,529.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,239.0,221.0,0.0,23.0,24.0
45-49,632.0,0.0,13.0,23.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,277.0,256.0,0.0,23.0,29.0
50-54,668.0,0.0,11.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,268.0,279.0,0.0,50.0,36.0
55-59,690.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,304.0,281.0,0.0,39.0,36.0
60-64,615.0,0.0,9.0,18.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,263.0,240.0,0.0,46.0,31.0
65-OVER,1519.0,0.0,23.0,34.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,696.0,596.0,0.0,98.0,58.0
TOTAL,6310.0,1.0,108.0,164.0,0.0,10.0,7.0,0.0,6.0,4.0,0.0,14.0,16.0,0.0,10.0,9.0,2.0,2807.0,2509.0,0.0,352.0,291.0
