-,MALE,FEMALE,UNKNOWN
UNKNOWN,17.65,16.0,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,40.0,33.33,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,62.5,60.14,0.0
BLACK,50.0,51.28,0.0
