-,MALE,FEMALE,UNKNOWN
UNKNOWN,26.83,41.38,0.0
OTHER,33.33,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,100.0,0.0
ASIA-PI,50.0,100.0,0.0
WHITE,67.47,63.03,0.0
BLACK,50.0,62.5,0.0
