-,MALE,FEMALE,UNKNOWN
UNKNOWN,27.27,31.25,0.0
OTHER,50.0,50.0,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,18.75,50.0,0.0
ASIA-PI,28.57,28.57,0.0
WHITE,54.67,50.06,50.0
BLACK,36.49,52.33,0.0
