-,MALE,FEMALE,UNKNOWN
UNKNOWN,41.79,48.15,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,100.0,0.0,0.0
HISP-LT,33.33,80.0,0.0
ASIA-PI,100.0,66.67,0.0
WHITE,67.9,64.03,0.0
BLACK,67.57,66.22,0.0
