-,MALE,FEMALE,UNKNOWN
UNKNOWN,46.67,35.71,0.0
OTHER,0.0,80.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,50.0,71.43,0.0
ASIA-PI,25.0,80.0,0.0
WHITE,73.65,74.42,0.0
BLACK,65.96,80.77,0.0
