-,MALE,FEMALE,UNKNOWN
UNKNOWN,60.0,60.61,0.0
OTHER,50.0,100.0,0.0
NATIVE-AM,33.33,50.0,0.0
HISP-LT,75.0,16.67,0.0
ASIA-PI,60.0,40.0,0.0
WHITE,65.29,62.87,0.0
BLACK,0.0,0.0,0.0
