AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,357.0,0.0,7.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,144.0,120.0,1.0,38.0,19.0
30-34,388.0,0.0,20.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,145.0,127.0,1.0,48.0,20.0
35-39,430.0,0.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,166.0,153.0,0.0,65.0,21.0
40-44,516.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,211.0,183.0,0.0,66.0,27.0
45-49,608.0,0.0,13.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,258.0,228.0,0.0,61.0,30.0
50-54,603.0,0.0,10.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,242.0,208.0,0.0,68.0,50.0
55-59,721.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,278.0,275.0,0.0,84.0,54.0
60-64,677.0,0.0,9.0,12.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,266.0,233.0,0.0,83.0,60.0
65-OVER,1933.0,0.0,20.0,21.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,6.0,2.0,0.0,835.0,728.0,0.0,186.0,124.0
TOTAL,6233.0,1.0,108.0,102.0,0.0,11.0,9.0,0.0,3.0,2.0,0.0,43.0,28.0,0.0,11.0,8.0,1.0,2545.0,2255.0,2.0,699.0,405.0
