-,MALE,FEMALE,UNKNOWN
UNKNOWN,46.88,50.0,0.0
OTHER,100.0,66.67,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,35.71,40.0,0.0
ASIA-PI,33.33,33.33,0.0
WHITE,68.94,67.23,0.0
BLACK,28.57,50.0,0.0
