-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.0,44.44,0.0
OTHER,33.33,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,65.05,60.91,0.0
BLACK,52.19,73.29,0.0
