AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,9860.0,9.0,534.0,614.0,0.0,103.0,56.0,0.0,1.0,7.0,1.0,173.0,107.0,3.0,87.0,69.0,7.0,2501.0,2294.0,8.0,1922.0,1364.0
30-34,9659.0,11.0,431.0,435.0,1.0,76.0,57.0,0.0,8.0,7.0,0.0,133.0,103.0,0.0,127.0,100.0,5.0,2757.0,2305.0,9.0,1941.0,1153.0
35-39,9640.0,7.0,363.0,414.0,0.0,66.0,49.0,1.0,10.0,9.0,0.0,163.0,96.0,0.0,92.0,68.0,1.0,2739.0,2297.0,6.0,2044.0,1215.0
40-44,8253.0,3.0,298.0,316.0,0.0,51.0,38.0,1.0,8.0,2.0,0.0,117.0,88.0,0.0,89.0,62.0,1.0,2354.0,1995.0,6.0,1693.0,1131.0
45-49,8718.0,5.0,321.0,343.0,1.0,39.0,37.0,0.0,8.0,1.0,0.0,124.0,76.0,0.0,101.0,72.0,4.0,2545.0,2357.0,4.0,1626.0,1054.0
50-54,8833.0,5.0,285.0,328.0,0.0,33.0,44.0,0.0,8.0,4.0,0.0,82.0,82.0,0.0,120.0,72.0,3.0,2620.0,2438.0,2.0,1572.0,1135.0
55-59,9926.0,5.0,249.0,296.0,0.0,43.0,39.0,1.0,6.0,2.0,1.0,95.0,74.0,0.0,107.0,70.0,1.0,3091.0,3092.0,3.0,1523.0,1228.0
60-64,8061.0,2.0,219.0,227.0,0.0,39.0,28.0,0.0,4.0,1.0,0.0,62.0,52.0,0.0,91.0,54.0,0.0,2646.0,2489.0,2.0,1218.0,927.0
65-OVER,18181.0,3.0,412.0,381.0,0.0,66.0,42.0,0.0,6.0,9.0,1.0,118.0,95.0,1.0,159.0,89.0,2.0,7197.0,6024.0,5.0,2063.0,1508.0
TOTAL,91131.0,50.0,3112.0,3354.0,2.0,516.0,390.0,3.0,59.0,42.0,3.0,1067.0,773.0,4.0,973.0,656.0,24.0,28450.0,25291.0,45.0,15602.0,10715.0
