-,MALE,FEMALE,UNKNOWN
UNKNOWN,26.15,22.73,0.0
OTHER,0.0,66.67,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,28.57,22.22,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,71.71,70.54,0.0
BLACK,42.55,66.04,0.0
