-,MALE,FEMALE,UNKNOWN
UNKNOWN,40.0,45.45,0.0
OTHER,50.0,33.33,0.0
NATIVE-AM,100.0,0.0,0.0
HISP-LT,66.67,66.67,100.0
ASIA-PI,0.0,0.0,0.0
WHITE,79.55,79.58,0.0
BLACK,54.3,66.49,0.0
