-,MALE,FEMALE,UNKNOWN
UNKNOWN,75.0,33.33,0.0
OTHER,100.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,65.71,76.47,0.0
BLACK,56.86,76.14,0.0
