-,MALE,FEMALE,UNKNOWN
UNKNOWN,30.77,22.73,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,16.67,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,64.44,61.47,0.0
BLACK,61.11,65.52,0.0
