-,MALE,FEMALE,UNKNOWN
UNKNOWN,47.06,40.0,0.0
OTHER,100.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,72.73,75.86,0.0
BLACK,81.25,88.89,0.0
