-,MALE,FEMALE,UNKNOWN
UNKNOWN,35.0,45.83,0.0
OTHER,33.33,33.33,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,20.0,10.0,0.0
ASIA-PI,33.33,14.29,0.0
WHITE,68.74,64.15,0.0
BLACK,46.67,62.28,0.0
