-,MALE,FEMALE,UNKNOWN
UNKNOWN,30.28,35.26,0.0
OTHER,44.74,46.43,0.0
NATIVE-AM,38.64,64.71,0.0
HISP-LT,27.21,47.88,0.0
ASIA-PI,39.47,37.74,0.0
WHITE,58.29,57.45,50.0
BLACK,28.24,43.82,0.0
