-,MALE,FEMALE,UNKNOWN
UNKNOWN,18.37,27.03,0.0
OTHER,50.0,0.0,0.0
NATIVE-AM,100.0,100.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,33.33,0.0,0.0
WHITE,63.5,63.36,0.0
BLACK,41.36,50.14,0.0
