-,MALE,FEMALE,UNKNOWN
UNKNOWN,42.86,41.18,0.0
OTHER,100.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,69.7,66.67,0.0
BLACK,46.85,64.88,0.0
