-,MALE,FEMALE,UNKNOWN
UNKNOWN,52.94,47.62,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,72.59,73.91,0.0
BLACK,47.29,64.66,0.0
