-,MALE,FEMALE,UNKNOWN
UNKNOWN,35.56,37.5,0.0
OTHER,100.0,71.43,0.0
NATIVE-AM,0.0,100.0,0.0
HISP-LT,66.67,0.0,0.0
ASIA-PI,0.0,66.67,0.0
WHITE,68.75,68.6,0.0
BLACK,38.71,54.55,0.0
