-,MALE,FEMALE,UNKNOWN
UNKNOWN,27.27,51.52,0.0
OTHER,100.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,50.0,50.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,76.84,72.82,100.0
BLACK,47.83,65.88,0.0
