AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,10.38,0,17.07,4.71,0,16.67,0,0,0,0,0,0,0,0,0,0,0,13.37,9.15,0,21.43,10.13
30-34,11.9,0,2.86,8.11,0,16.67,0,0,0,0,0,0,0,0,0,100,0,18.84,10.08,0,13.56,13.04
35-39,17.12,0,13.04,10.34,0,0,22.22,0,0,0,0,23.08,20,0,0,25,0,15.27,16.67,0,29.03,13.16
40-44,25.63,0,17.39,16.67,0,50,0,0,0,0,0,11.76,30,0,0,20,0,28.57,24.14,0,30.36,29.73
45-49,32.11,0,12.5,15.38,0,16.67,50,0,0,0,0,0,16.67,0,0,0,0,36.47,32,0,38,40.54
50-54,37.11,0,11.76,23.08,0,100,0,0,100,0,0,50,12.5,0,0,0,0,34.94,40,0,53.33,37.14
55-59,53.97,0,16.67,33.33,0,100,100,0,0,0,0,100,50,0,0,0,0,44.16,58.21,0,62.5,62.50
60-64,61.86,0,16.67,66.67,0,0,0,0,0,0,0,0,0,0,33.33,100,0,59.76,62.86,0,76.47,66.67
TOTAL,28.94,,13.22,12.68,,23.08,12.5,,25.0,,,10.34,9.09,,6.06,14.81,,31.16,31.12,0.0,40.08,32.72
