-,MALE,FEMALE,UNKNOWN
UNKNOWN,35.8,54.63,0.0
OTHER,39.02,50.0,0.0
NATIVE-AM,33.33,25.0,0.0
HISP-LT,36.62,50.52,0.0
ASIA-PI,26.92,34.48,0.0
WHITE,54.39,60.41,100.0
BLACK,53.92,66.47,50.0
