-,MALE,FEMALE,UNKNOWN
UNKNOWN,15.03,21.15,0.0
OTHER,30.0,32.81,0.0
NATIVE-AM,66.67,33.33,0.0
HISP-LT,21.38,31.87,0.0
ASIA-PI,33.33,35.71,0.0
WHITE,39.86,30.07,100.0
BLACK,45.63,47.81,50.0
