AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,34.99,100,16.42,20.73,0,0,37.5,0,0,0,0,22.22,16.67,0,25,0,0,39.01,36.69,0,20,10.53
30-34,40.79,0,25,25,0,0,0,0,0,50,0,50,22.22,0,0,0,0,43.57,42.8,0,44.44,18.75
35-39,50.49,0,25,39.66,0,33.33,50,0,0,0,0,83.33,0,0,0,25,0,52.86,51.2,0,60,50.00
40-44,57.75,0,35.14,36.11,0,50,100,0,100,0,0,40,40,0,66.67,75,0,60.4,57.61,0,63.64,50.00
45-49,58.72,0,34.09,31.11,0,0,50,0,100,0,0,16.67,50,0,40,50,0,62.73,58.27,0,61.54,70.00
50-54,64.2,0,38,34.48,0,66.67,50,0,0,50,0,33.33,55.56,0,0,25,0,66.71,67.06,0,100,0
55-59,66.17,0,46.15,35.29,0,100,100,0,0,0,0,85.71,100,0,0,75,0,67.16,68.19,0,83.33,46.67
60-64,69.87,0,28.07,54.17,0,50,50,0,0,0,0,33.33,75,0,100,33.33,0,73.27,70.97,0,80,44.44
TOTAL,62.12,100.0,36.6,37.52,,52.38,58.62,,60.0,33.33,,43.75,38.1,,43.48,44.44,0.0,63.99,64.68,,63.44,38.1
