-,MALE,FEMALE,UNKNOWN
UNKNOWN,45.83,32.61,0.0
OTHER,33.33,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,33.33,66.67,0.0
ASIA-PI,0.0,33.33,0.0
WHITE,68.34,65.62,100.0
BLACK,29.41,58.33,0.0
