-,MALE,FEMALE,UNKNOWN
UNKNOWN,61.86,61.34,0.0
OTHER,60.0,75.0,0.0
NATIVE-AM,100.0,0.0,0.0
HISP-LT,50.0,20.0,0.0
ASIA-PI,100.0,100.0,0.0
WHITE,68.52,70.85,33.33
BLACK,65.22,80.0,0.0
