-,MALE,FEMALE,UNKNOWN
UNKNOWN,26.11,33.33,0.0
OTHER,33.33,39.13,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,20.51,27.5,0.0
ASIA-PI,44.44,41.18,0.0
WHITE,59.73,59.58,100.0
BLACK,32.3,45.38,100.0
