AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,3731.0,0.0,140.0,114.0,0.0,50.0,35.0,0.0,3.0,3.0,1.0,57.0,42.0,0.0,20.0,28.0,1.0,755.0,607.0,1.0,1297.0,577.0
30-34,4374.0,1.0,174.0,106.0,0.0,41.0,28.0,0.0,2.0,1.0,0.0,74.0,38.0,0.0,21.0,21.0,4.0,914.0,800.0,1.0,1491.0,657.0
35-39,4577.0,1.0,169.0,121.0,0.0,47.0,27.0,0.0,2.0,0.0,0.0,73.0,54.0,0.0,29.0,15.0,2.0,916.0,800.0,1.0,1601.0,719.0
40-44,4713.0,1.0,128.0,105.0,1.0,49.0,23.0,0.0,2.0,5.0,0.0,66.0,44.0,0.0,51.0,27.0,2.0,1066.0,830.0,1.0,1577.0,735.0
45-49,5405.0,0.0,140.0,120.0,0.0,22.0,22.0,0.0,2.0,3.0,0.0,47.0,49.0,0.0,54.0,44.0,0.0,1177.0,1028.0,0.0,1748.0,949.0
50-54,5907.0,0.0,138.0,110.0,1.0,24.0,20.0,0.0,1.0,1.0,0.0,63.0,43.0,1.0,44.0,41.0,3.0,1354.0,1214.0,0.0,1817.0,1032.0
55-59,6935.0,1.0,143.0,131.0,0.0,41.0,26.0,1.0,3.0,4.0,0.0,66.0,43.0,1.0,33.0,24.0,2.0,1630.0,1458.0,0.0,2006.0,1322.0
60-64,7001.0,1.0,106.0,108.0,0.0,29.0,25.0,0.0,2.0,1.0,1.0,52.0,55.0,0.0,45.0,28.0,0.0,1709.0,1426.0,1.0,1995.0,1417.0
65-OVER,16395.0,4.0,246.0,173.0,0.0,38.0,27.0,0.0,1.0,4.0,0.0,71.0,71.0,0.0,105.0,54.0,3.0,5056.0,4125.0,0.0,4013.0,2404.0
TOTAL,59038.0,9.0,1384.0,1088.0,2.0,341.0,233.0,1.0,18.0,22.0,2.0,569.0,439.0,2.0,402.0,282.0,17.0,14577.0,12288.0,5.0,17545.0,9812.0
