-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.78,32.51,0.0
OTHER,28.57,35.59,0.0
NATIVE-AM,50.0,50.0,0.0
HISP-LT,39.29,36.92,0.0
ASIA-PI,35.29,53.49,0.0
WHITE,58.12,56.0,50.0
BLACK,38.07,48.24,0.0
