-,MALE,FEMALE,UNKNOWN
UNKNOWN,29.84,43.31,0.0
OTHER,47.06,50.0,0.0
NATIVE-AM,0.0,75.0,0.0
HISP-LT,46.88,52.94,0.0
ASIA-PI,60.87,50.0,0.0
WHITE,60.45,59.42,66.67
BLACK,42.19,58.86,0.0
