-,MALE,FEMALE,UNKNOWN
UNKNOWN,33.33,100.0,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,69.09,64.52,0.0
BLACK,53.33,45.0,0.0
