-,MALE,FEMALE,UNKNOWN
UNKNOWN,25.53,44.19,0.0
OTHER,66.67,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,16.67,0.0,0.0
ASIA-PI,66.67,37.5,0.0
WHITE,69.12,65.8,0.0
BLACK,45.71,47.26,0.0
