-,MALE,FEMALE,UNKNOWN
UNKNOWN,31.58,0.0,0.0
OTHER,50.0,50.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,62.96,62.5,0.0
BLACK,47.29,53.89,0.0
