AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,936.0,0.0,33.0,42.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,441.0,381.0,0.0,14.0,11.0
30-34,797.0,0.0,19.0,27.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,393.0,319.0,0.0,14.0,13.0
35-39,791.0,1.0,19.0,24.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380.0,334.0,0.0,17.0,9.0
40-44,845.0,1.0,18.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,427.0,354.0,0.0,12.0,8.0
45-49,1001.0,0.0,20.0,22.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,471.0,457.0,0.0,10.0,10.0
50-54,987.0,0.0,18.0,26.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,474.0,435.0,0.0,15.0,8.0
55-59,987.0,0.0,15.0,24.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,468.0,453.0,0.0,12.0,8.0
60-64,881.0,0.0,17.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,421.0,377.0,0.0,17.0,19.0
65-OVER,2280.0,0.0,30.0,44.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,1116.0,1001.0,0.0,42.0,29.0
TOTAL,9505.0,2.0,189.0,253.0,0.0,22.0,13.0,0.0,4.0,5.0,0.0,22.0,15.0,0.0,6.0,4.0,0.0,4591.0,4111.0,0.0,153.0,115.0
