-,MALE,FEMALE,UNKNOWN
UNKNOWN,22.45,46.67,0.0
OTHER,66.67,80.0,0.0
NATIVE-AM,0.0,100.0,0.0
HISP-LT,23.53,28.57,0.0
ASIA-PI,25.0,25.0,0.0
WHITE,69.29,65.9,0.0
BLACK,44.63,59.19,0.0
