-,MALE,FEMALE,UNKNOWN
UNKNOWN,30.15,39.67,0.0
OTHER,0.0,50.0,0.0
NATIVE-AM,100.0,100.0,0.0
HISP-LT,38.1,38.89,0.0
ASIA-PI,0.0,100.0,0.0
WHITE,71.37,69.97,0.0
BLACK,49.21,65.4,0.0
