AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,15622.0,104.0,1129.0,1187.0,4.0,179.0,126.0,0.0,14.0,10.0,1.0,195.0,146.0,2.0,107.0,87.0,16.0,2410.0,2119.0,65.0,4553.0,3168.0
30-34,13888.0,50.0,997.0,1053.0,3.0,138.0,85.0,0.0,11.0,9.0,1.0,140.0,120.0,0.0,73.0,81.0,8.0,2193.0,1914.0,33.0,4248.0,2731.0
35-39,11901.0,39.0,822.0,857.0,1.0,103.0,68.0,0.0,5.0,4.0,2.0,129.0,92.0,1.0,56.0,52.0,4.0,1676.0,1605.0,32.0,3904.0,2449.0
40-44,9910.0,33.0,583.0,675.0,2.0,82.0,60.0,0.0,6.0,5.0,0.0,76.0,56.0,0.0,40.0,34.0,6.0,1460.0,1298.0,25.0,3289.0,2180.0
45-49,9715.0,22.0,543.0,644.0,0.0,72.0,42.0,0.0,9.0,5.0,0.0,86.0,51.0,0.0,46.0,32.0,2.0,1519.0,1364.0,20.0,3096.0,2162.0
50-54,10274.0,23.0,607.0,554.0,2.0,60.0,31.0,0.0,5.0,4.0,1.0,73.0,55.0,1.0,38.0,38.0,5.0,1684.0,1522.0,24.0,3299.0,2248.0
55-59,11576.0,29.0,573.0,608.0,0.0,54.0,35.0,1.0,6.0,1.0,1.0,67.0,62.0,0.0,62.0,30.0,11.0,2086.0,1816.0,15.0,3555.0,2564.0
60-64,11272.0,21.0,501.0,508.0,0.0,55.0,42.0,0.0,8.0,5.0,0.0,66.0,48.0,0.0,60.0,27.0,1.0,2139.0,1884.0,15.0,3345.0,2547.0
65-OVER,25327.0,36.0,926.0,774.0,0.0,131.0,66.0,0.0,9.0,9.0,1.0,105.0,88.0,4.0,170.0,67.0,5.0,6701.0,5107.0,21.0,6597.0,4510.0
TOTAL,119485.0,357.0,6681.0,6860.0,12.0,874.0,555.0,1.0,73.0,52.0,7.0,937.0,718.0,8.0,652.0,448.0,58.0,21868.0,18629.0,250.0,35886.0,24559.0
