-,MALE,FEMALE,UNKNOWN
UNKNOWN,58.06,33.33,0.0
OTHER,50.0,60.0,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,37.5,47.06,0.0
ASIA-PI,80.0,28.57,0.0
WHITE,71.58,73.65,50.0
BLACK,64.52,76.71,0.0
