-,MALE,FEMALE,UNKNOWN
UNKNOWN,52.46,61.54,0.0
OTHER,70.0,75.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,75.0,50.0,0.0
ASIA-PI,25.0,42.86,0.0
WHITE,75.17,75.77,0.0
BLACK,38.46,83.33,0.0
