-,MALE,FEMALE,UNKNOWN
UNKNOWN,32.63,34.57,0.0
OTHER,35.0,35.29,0.0
NATIVE-AM,50.0,33.33,0.0
HISP-LT,37.84,43.3,100.0
ASIA-PI,45.95,36.59,0.0
WHITE,63.06,61.4,50.0
BLACK,37.93,51.11,0.0
