AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2141.0,0.0,116.0,131.0,0.0,10.0,13.0,0.0,2.0,1.0,0.0,72.0,77.0,0.0,12.0,14.0,0.0,841.0,793.0,0.0,32.0,27.0
30-34,1885.0,0.0,83.0,98.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,48.0,46.0,0.0,12.0,10.0,1.0,786.0,732.0,0.0,31.0,20.0
35-39,1886.0,1.0,72.0,95.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,31.0,27.0,0.0,17.0,11.0,1.0,838.0,738.0,0.0,23.0,22.0
40-44,1760.0,1.0,69.0,69.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,24.0,23.0,0.0,8.0,8.0,0.0,819.0,692.0,0.0,21.0,15.0
45-49,2098.0,0.0,70.0,91.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,16.0,36.0,0.0,18.0,18.0,0.0,936.0,861.0,0.0,25.0,21.0
50-54,2074.0,2.0,62.0,83.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,9.0,24.0,0.0,15.0,11.0,0.0,979.0,833.0,0.0,21.0,23.0
55-59,2278.0,0.0,70.0,85.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,7.0,21.0,0.0,14.0,9.0,0.0,1047.0,969.0,0.0,25.0,21.0
60-64,2266.0,0.0,83.0,73.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,3.0,18.0,0.0,10.0,12.0,0.0,1108.0,906.0,0.0,21.0,21.0
65-OVER,7170.0,6.0,164.0,177.0,0.0,9.0,3.0,0.0,2.0,2.0,0.0,16.0,23.0,0.0,32.0,29.0,2.0,3531.0,3086.0,0.0,56.0,32.0
TOTAL,23558.0,10.0,789.0,902.0,0.0,49.0,50.0,0.0,13.0,8.0,0.0,226.0,295.0,0.0,138.0,122.0,4.0,10885.0,9610.0,0.0,255.0,202.0
