-,MALE,FEMALE,UNKNOWN
UNKNOWN,13.33,16.46,0.0
OTHER,16.67,40.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,22.22,21.57,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,52.81,43.55,50.0
BLACK,39.24,53.4,0.0
