-,MALE,FEMALE,UNKNOWN
UNKNOWN,26.17,20.65,0.0
OTHER,33.33,62.5,0.0
NATIVE-AM,0.0,50.0,0.0
HISP-LT,33.33,0.0,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,58.24,56.7,0.0
BLACK,36.0,65.0,0.0
