-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.31,28.57,0.0
OTHER,35.0,56.25,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,33.7,42.99,0.0
ASIA-PI,18.18,38.24,0.0
WHITE,55.26,58.09,0.0
BLACK,37.04,59.01,0.0
