-,MALE,FEMALE,UNKNOWN
UNKNOWN,47.04,51.5,0.0
OTHER,72.73,53.85,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,37.84,32.43,0.0
ASIA-PI,50.0,46.15,0.0
WHITE,68.19,67.44,0.0
BLACK,59.69,68.61,0.0
