AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1228.0,0.0,50.0,47.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,5.0,4.0,0.0,359.0,323.0,0.0,243.0,157.0
30-34,1135.0,0.0,33.0,38.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,11.0,6.0,0.0,4.0,0.0,0.0,382.0,306.0,0.0,227.0,122.0
35-39,1059.0,0.0,31.0,25.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,14.0,10.0,0.0,2.0,2.0,0.0,332.0,297.0,0.0,202.0,136.0
40-44,1012.0,0.0,29.0,29.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,3.0,0.0,326.0,282.0,0.0,189.0,133.0
45-49,1172.0,0.0,35.0,34.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,6.0,8.0,0.0,4.0,2.0,0.0,404.0,358.0,0.0,184.0,130.0
50-54,1268.0,0.0,27.0,36.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,0.0,4.0,0.0,422.0,368.0,0.0,221.0,172.0
55-59,1339.0,0.0,32.0,41.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,3.0,1.0,464.0,400.0,0.0,229.0,150.0
60-64,1277.0,0.0,22.0,21.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,1.0,4.0,1.0,479.0,399.0,0.0,193.0,142.0
65-OVER,3815.0,2.0,70.0,66.0,0.0,13.0,7.0,0.0,3.0,2.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0,1529.0,1283.0,3.0,476.0,342.0
TOTAL,13305.0,2.0,329.0,337.0,0.0,40.0,26.0,0.0,8.0,6.0,0.0,75.0,67.0,0.0,23.0,26.0,2.0,4697.0,4016.0,3.0,2164.0,1484.0
