-,MALE,FEMALE,UNKNOWN
UNKNOWN,34.29,35.29,0.0
OTHER,75.0,66.67,0.0
NATIVE-AM,0.0,200.0,0.0
HISP-LT,35.0,50.0,0.0
ASIA-PI,50.0,60.0,0.0
WHITE,68.9,68.77,100.0
BLACK,52.33,66.58,0.0
